#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","MOD1-EC6035",,"PDT000252522.1","2017-10-13T15:34:12Z","USA:MN","Enviroment","environmental/other","environment",,,,"SAMN05439475","GCA_002537875.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6040",,"PDT000252523.1","2017-10-13T15:34:17Z","USA:CO","feces","environmental/other","Bos taurus",,,,"SAMN05439471","GCA_002537855.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6032",,"PDT000252524.1","2017-10-13T15:34:48Z","USA:OH","food sample","environmental/other","food","PDS000016541.2",,2,"SAMN05439477","GCA_002537995.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6023",,"PDT000252525.1","2017-10-13T15:35:03Z","USA:MN","Enviroment","environmental/other",,,,,"SAMN05439446","GCA_002538055.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6020",,"PDT000252526.1","2017-10-13T15:35:05Z","USA:OH","food sample","environmental/other","food, spinach","PDS000016622.1",,28,"SAMN05439449","GCA_002538075.1","blaEC,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6029",,"PDT000252527.1","2017-10-13T15:35:23Z","USA:IL","food sample","environmental/other","food","PDS000007310.5",15,5,"SAMN05439479","GCA_002538045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6016",,"PDT000252528.1","2017-10-13T15:35:29Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439453","GCA_002538175.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6009",,"PDT000252529.1","2017-10-13T15:35:45Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439460","GCA_002538205.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6008",,"PDT000252530.1","2017-10-13T15:35:56Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439421","GCA_002538255.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6007",,"PDT000252531.1","2017-10-13T15:36:28Z","USA:MN","feces","environmental/other","Serpentes",,,,"SAMN05439422","GCA_002538315.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6005",,"PDT000252532.1","2017-10-13T15:36:37Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439423","GCA_002538345.1","aadA5,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5998",,"PDT000252533.1","2017-10-13T15:36:48Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439428","GCA_002538415.1","aadA1,aadA2,blaEC,blaTEM-1,cmlA1,dfrA12,qacL,sul3,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5995",,"PDT000252534.1","2017-10-13T15:36:51Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439431","GCA_002538435.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5989",,"PDT000252535.1","2017-10-13T15:37:23Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439437","GCA_002538515.1","aadA1,blaEC,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5985",,"PDT000252536.1","2017-10-13T15:37:27Z","USA:OH","Food, Spinach","environmental/other",,"PDS000007284.3",1,,"SAMN05439441","GCA_002538545.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5988",,"PDT000252537.1","2017-10-13T15:37:32Z","USA:MN","Enviroment","environmental/other",,,,,"SAMN05439438","GCA_002538555.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5982",,"PDT000252538.1","2017-10-13T15:37:47Z","USA:IA","intestine","environmental/other","Sus scrofa",,,,"SAMN05439413","GCA_002538635.1","aadA2,aph(3'')-Ib,aph(6)-Id,blaCMY-2,blaEC-5,dfrA12,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5972",,"PDT000252539.1","2017-10-13T15:38:14Z","USA:OH","Food, Spinach","environmental/other",,"PDS000015770.3",26,,"SAMN05439420","GCA_002538705.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5969",,"PDT000252540.1","2017-10-13T15:38:26Z","USA:PA","spleen","environmental/other","Phasianus colchicus",,,,"SAMN05439394","GCA_002538735.1","aadA2,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5978",,"PDT000252541.1","2017-10-13T15:38:27Z","USA:WI","intestine","environmental/other","Laridae",,,,"SAMN05439416","GCA_002538775.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5979",,"PDT000252542.1","2017-10-13T15:38:33Z","USA:MS","intestine","environmental/other","Canis lupus familiaris",,,,"SAMN05439415","GCA_002538765.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5966",,"PDT000252543.1","2017-10-13T15:38:56Z","USA:MO","urine","clinical","Homo sapiens",,,,"SAMN05439396","GCA_002538875.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5960",,"PDT000252544.1","2017-10-13T15:39:34Z","USA:AL","feces","environmental/other","Canis lupus familiaris",,,,"SAMN05439402","GCA_002538955.1","blaCTX-M-1,blaEC,mph(A),tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5965",,"PDT000252545.1","2017-10-13T15:39:49Z","USA:MO","urine","clinical","Homo sapiens",,,,"SAMN05439397","GCA_002538945.1","aadA1,blaEC,dfrA1,sat2,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5961",,"PDT000252546.1","2017-10-13T15:40:43Z","USA:TX","feces","environmental/other","Oryctolagus cuniculus",,,,"SAMN05439401","GCA_002538885.1","aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,bla,blaEC,qacEdelta1,sul1,tet(C)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5956",,"PDT000252547.1","2017-10-13T15:41:15Z","USA:DC","feces","environmental/other","Mustela putorius furo",,,,"SAMN05439405","GCA_002539085.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5953",,"PDT000252548.1","2017-10-13T15:43:19Z","USA:AK","urine","environmental/other","Cetacea",,,,"SAMN05439408","GCA_002539255.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5943",,"PDT000252549.1","2017-10-13T15:45:02Z","USA:IA","feces","environmental/other","Sus scrofa",,,,"SAMN05439392","GCA_002539895.1","aph(3')-IIa,aph(6)-Ic,blaEC,ble,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5947",,"PDT000252550.1","2017-10-13T15:45:53Z","USA:AK","feces","environmental/other","Anas platyrhynchos",,,,"SAMN05439390","GCA_002539495.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5955",,"PDT000252551.1","2017-10-13T15:46:11Z","USA:DC","feces","environmental/other","Mustela putorius furo","PDS000016626.1",0,,"SAMN05439406","GCA_002539225.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6102",,"PDT000252552.1","2017-10-13T15:47:43Z","USA:AK","feces","environmental/other","Anas platyrhynchos","PDS000007285.3",21,,"SAMN05439511","GCA_002540285.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5944",,"PDT000252553.1","2017-10-13T15:50:05Z","USA:IA","feces","environmental/other","Sus scrofa",,,,"SAMN05439391","GCA_002539585.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,fosA7,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5937",,"PDT000252554.1","2017-10-13T15:51:38Z","USA:FL","Vagina","environmental/other","Felis catus",,,,"SAMN05439355","GCA_002540145.1","aph(3')-Ia,blaEC,blaTEM-1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6101",,"PDT000252555.1","2017-10-13T15:51:40Z","USA:AK","feces","environmental/other","Anas platyrhynchos",,,,"SAMN05439512","GCA_002540405.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6093",,"PDT000252556.1","2017-10-13T15:52:04Z","USA:MD","feces","environmental/other","Cetacea","PDS000035261.1",7,,"SAMN05439516","GCA_002540555.1","aac(6')-Ib-cr5,blaEC,blaTEM-1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6092",,"PDT000252557.1","2017-10-13T15:52:44Z","USA:NY","liver","environmental/other","Bos taurus",,,,"SAMN05439517","GCA_002540915.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-2,blaEC,blaTEM-1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6088",,"PDT000252558.1","2017-10-13T15:52:50Z","USA:AK","Cloacae","environmental/other","Anas platyrhynchos",,,,"SAMN05439481","GCA_002541025.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6085",,"PDT000252559.1","2017-10-13T15:52:56Z","USA:MA","feces","environmental/other","Sus scrofa",,,,"SAMN05439482","GCA_002541045.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6083",,"PDT000252560.1","2017-10-13T15:52:58Z","USA:MO","feces","environmental/other","Anas platyrhynchos",,,,"SAMN05439483","GCA_002541105.1","aac(3)-IIa,aac(6')-Ib-cr5,aadA5,aph(3')-Ia,blaCTX-M-15,blaEC,blaOXA-1,blaTEM-1,catA1,dfrA17,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6077",,"PDT000252561.1","2017-10-13T15:53:31Z","USA:MN","Enviroment","environmental/other","Serpentes",,,,"SAMN05439485","GCA_002541225.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6078",,"PDT000252562.1","2017-10-13T15:53:32Z","USA:TN","Intestine-Small","environmental/other","Bos taurus",,,,"SAMN05439484","GCA_002541205.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6076",,"PDT000252563.1","2017-10-13T15:53:44Z","USA:MI","Uterus","environmental/other","Bos taurus",,,,"SAMN05439486","GCA_002541285.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6075",,"PDT000252564.1","2017-10-13T15:53:45Z","USA:MI","Uterus","environmental/other","Bos taurus",,,,"SAMN05439487","GCA_002541235.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6068",,"PDT000252565.1","2017-10-13T15:54:20Z","USA:CA","food sample","environmental/other","food, spinach",,,,"SAMN05439493","GCA_002541435.1","blaEC,blaTEM-1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6069",,"PDT000252566.1","2017-10-13T15:54:21Z","USA:CA","food sample","environmental/other","food, spinach",,,,"SAMN05439492","GCA_002541405.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6070",,"PDT000252567.1","2017-10-13T15:54:21Z","USA:CA","stomach","environmental/other","Felis catus",,,,"SAMN05439491","GCA_002541415.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6074",,"PDT000252568.1","2017-10-13T15:54:27Z","USA:MI","Uterus","environmental/other","Bos taurus",,,,"SAMN05439488","GCA_002541385.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6062",,"PDT000252569.1","2017-10-13T15:55:07Z","USA:AK","feces","environmental/other","Anas platyrhynchos",,,,"SAMN05439496","GCA_002541555.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6056",,"PDT000252570.1","2017-10-13T15:55:16Z","Norway","feces","clinical","Homo sapiens","PDS000016631.1",0,,"SAMN05439499","GCA_002541635.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6063",,"PDT000252571.1","2017-10-13T15:55:23Z","USA:NY","feces","environmental/other","Canis lupus familiaris",,,,"SAMN05439495","GCA_002541625.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6064",,"PDT000252572.1","2017-10-13T15:55:25Z","USA:NY","feces","environmental/other","Okapia johnstoni",,,,"SAMN05439494","GCA_002541605.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6055",,"PDT000252573.1","2017-10-13T15:55:44Z","Norway","feces","clinical","Homo sapiens","PDS000016632.1",0,,"SAMN05439500","GCA_002541735.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6052",,"PDT000252574.1","2017-10-13T15:56:02Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439502","GCA_002541755.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,sat2,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6049",,"PDT000252575.1","2017-10-13T15:56:08Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439463","GCA_002541795.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6050",,"PDT000252576.1","2017-10-13T15:56:12Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439462","GCA_002541825.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6048",,"PDT000252577.1","2017-10-13T15:56:27Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439464","GCA_002541895.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6047",,"PDT000252578.1","2017-10-13T15:56:39Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439465","GCA_002541935.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6046",,"PDT000252579.1","2017-10-13T15:57:10Z","Norway","feces","clinical","Homo sapiens",,,,"SAMN05439466","GCA_002542015.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6043",,"PDT000252580.1","2017-10-13T15:57:20Z","USA:CA","feces","environmental/other","Capra aegagrus hircus",,,,"SAMN05439468","GCA_002542055.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6039",,"PDT000252581.1","2017-10-13T15:57:26Z","USA:CO","feces","environmental/other","Bos taurus",,,,"SAMN05439472","GCA_002542025.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6041",,"PDT000252582.1","2017-10-13T15:57:35Z","USA:NY","Jejunum","environmental/other","Canis lupus familiaris",,,,"SAMN05439470","GCA_002542115.1","aadA1,aadA2,blaCARB-2,blaEC,cmlA1,dfrA16,qacL,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6037",,"PDT000252583.1","2017-10-13T15:57:58Z","USA:NY","Jejunum","environmental/other","Equus caballus",,,,"SAMN05439474","GCA_002542185.1","blaEC,blaTEM-1,catB3,dfrA1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6038",,"PDT000252584.1","2017-10-13T15:58:02Z","USA:PA","feces","environmental/other","Capra aegagrus hircus",,,,"SAMN05439473","GCA_002542155.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6034",,"PDT000252585.1","2017-10-13T15:58:17Z","USA:MI","feces","environmental/other","avian",,,,"SAMN05439476","GCA_002542255.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6030",,"PDT000252586.1","2017-10-13T15:58:28Z","USA:DC","heart","environmental/other","Mustela putorius furo",,,,"SAMN05439478","GCA_002542275.1","blaEC-5","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6027",,"PDT000252587.1","2017-10-13T15:58:55Z","USA:IL","food sample","environmental/other","food","PDS000007918.6",4,2,"SAMN05439442","GCA_002542365.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6028",,"PDT000252588.1","2017-10-13T15:59:01Z","USA:IL","food sample","environmental/other","food","PDS000008067.5",14,,"SAMN05439480","GCA_002542315.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6025",,"PDT000252589.1","2017-10-13T15:59:06Z","USA:PA","feces","environmental/other","Oryctolagus cuniculus",,,,"SAMN05439444","GCA_002542435.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6026",,"PDT000252590.1","2017-10-13T15:59:19Z","USA:IL","food sample","environmental/other","food",,,,"SAMN05439443","GCA_002542395.1","aadA7,blaEC,qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6024",,"PDT000252591.1","2017-10-13T15:59:56Z","USA:MN","Enviroment","environmental/other",,"PDS000016629.3",15,,"SAMN05439445","GCA_002542525.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6018",,"PDT000252592.1","2017-10-13T15:59:58Z","USA:PA","feces","clinical","Homo sapiens","PDS000016622.1",2,28,"SAMN05439451","GCA_002542555.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6019",,"PDT000252593.1","2017-10-13T15:59:58Z","USA:MO","food sample","environmental/other","food",,,,"SAMN05439450","GCA_002542565.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6022",,"PDT000252594.1","2017-10-13T16:00:00Z","USA:NE","muscle","environmental/other","Bos taurus",,,,"SAMN05439447","GCA_002542545.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6015",,"PDT000252595.1","2017-10-13T16:01:59Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439454","GCA_002542825.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6013",,"PDT000252596.1","2017-10-13T16:02:01Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439456","GCA_002542865.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6017",,"PDT000252597.1","2017-10-13T16:02:07Z","USA:PA","feces","clinical","Homo sapiens","PDS000016622.1",2,28,"SAMN05439452","GCA_002542855.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6014",,"PDT000252598.1","2017-10-13T16:02:12Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439455","GCA_002542845.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6011",,"PDT000252599.1","2017-10-13T16:02:45Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439458","GCA_002542995.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6004",,"PDT000252600.1","2017-10-13T16:03:00Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439424","GCA_002543035.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6010",,"PDT000252601.1","2017-10-13T16:03:07Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439459","GCA_002543075.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6012",,"PDT000252602.1","2017-10-13T16:03:10Z","USA:PA","feces","clinical","Homo sapiens",,,,"SAMN05439457","GCA_002543065.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5997",,"PDT000252603.1","2017-10-13T16:04:02Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439429","GCA_002543205.1","blaCMY-2,blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6003",,"PDT000252604.1","2017-10-13T16:04:03Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439425","GCA_002543155.1","blaEC,blaTEM-1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6002",,"PDT000252605.1","2017-10-13T16:04:26Z","USA:NY","Colon","environmental/other","Canis lupus familiaris",,,,"SAMN05439426","GCA_002543285.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC6000",,"PDT000252606.1","2017-10-13T16:04:39Z","USA:NY","Colon","environmental/other","Canis lupus familiaris","PDS000016467.2",8,,"SAMN05439427","GCA_002543325.1","aadA1,aadA2,blaEC,catA1,cmlA1,dfrA12,qacL,sul3","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5993",,"PDT000252607.1","2017-10-13T16:05:10Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439433","GCA_002543425.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5994",,"PDT000252608.1","2017-10-13T16:05:41Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439432","GCA_002543485.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5996",,"PDT000252609.1","2017-10-13T16:05:46Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439430","GCA_002543505.1","aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA1,mph(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5992",,"PDT000252610.1","2017-10-13T16:05:47Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439434","GCA_002543545.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5991",,"PDT000252611.1","2017-10-13T16:05:58Z","USA:NY","milk","environmental/other","Bos taurus",,,,"SAMN05439435","GCA_002543575.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5987",,"PDT000252612.1","2017-10-13T16:06:42Z","USA:WA","food sample","environmental/other","food, ground beef",,,,"SAMN05439439","GCA_002543655.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5986",,"PDT000252613.1","2017-10-13T16:06:47Z","USA:OH","Food, Lettuce - Leaf","environmental/other",,"PDS000035164.1",3,,"SAMN05439440","GCA_002543685.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5984",,"PDT000252614.1","2017-10-13T16:07:42Z","USA:CA","food sample","environmental/other","food",,,,"SAMN05439411","GCA_002543795.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5983",,"PDT000252615.1","2017-10-13T16:07:47Z","USA:PA","food sample","environmental/other","food","PDS000012142.4",5,,"SAMN05439412","GCA_002543855.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5977",,"PDT000252616.1","2017-10-13T16:07:50Z","USA:WI","intestine","environmental/other","Laridae",,,,"SAMN05439417","GCA_002543805.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5981",,"PDT000252617.1","2017-10-13T16:08:28Z","USA:IA","feces","environmental/other","Sus scrofa",,,,"SAMN05439414","GCA_002543945.1","blaEC,fosA7,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5976",,"PDT000252618.1","2017-10-13T16:08:43Z","USA:OH","Food, Spinach","environmental/other",,,,,"SAMN05439418","GCA_002543985.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5970",,"PDT000252619.1","2017-10-13T16:08:59Z","USA:NE","muscle","environmental/other","Bos taurus",,,,"SAMN05439393","GCA_002544015.1","blaEC,clpK","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5975",,"PDT000252620.1","2017-10-13T16:09:15Z","USA:OH","Food, Spinach","environmental/other",,"PDS000035330.1",5,20,"SAMN05439419","GCA_002544095.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC5968",,"PDT000252621.1","2017-10-13T16:09:18Z","USA:DC","lung","environmental/other","Mustela putorius furo",,,,"SAMN05439395","GCA_002544105.1","blaEC","PDG000000004.1006"
