uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_ja1535aa	467367	srr7270947;illumina;paired;;srx4174605	human	human	human; homo sapiens	2018	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn09375159	srs3386227	2018-06-08	2018-06-07	esc_ja1535aa	assembled	65	85430	5314890	escherichia coli / shigella;98.43%	181	136763	esc_sa4848aa_as	4
esc_ja1536aa	453186	srr7270946;illumina;paired;;srx4174604	human	human	human; homo sapiens	2017	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn09375157	srs3386226	2018-06-08	2018-06-07	esc_ja1536aa	assembled	80	167732	5186872	escherichia coli / shigella;100.0%	103	40085	esc_sa4847aa_as	4
esc_ja1575aa	369860	srr7266834;illumina;paired;;srx4170673	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372493	srs3382502	2018-06-08	2018-06-06	esc_ja1575aa	assembled	72	92337	5116149	escherichia coli / shigella;97.92%	286	74450	esc_sa4805aa_as	4
esc_ja1576aa	317684	srr7266833;illumina;paired;;srx4170672	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372492	srs3382474	2018-06-08	2018-06-06	esc_ja1576aa	assembled	74	97669	5452648	escherichia coli / shigella;99.7%	387	53305	esc_sa4804aa_as	4
esc_ja1578aa	318282	srr7266829;illumina;paired;;srx4170668	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372489	srs3382470	2018-06-08	2018-06-06	esc_ja1578aa	assembled	39	99825	5430214	escherichia coli / shigella;95.04%	313	48038	esc_sa4802aa_as	4
esc_ja1579aa	424718	srr7266828;illumina;paired;;srx4170667	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372490	srs3382469	2018-06-08	2018-06-06	esc_ja1579aa	assembled	69	146566	5451995	escherichia coli / shigella;95.81%	251	37084	esc_sa4801aa_as	4
esc_ja1580aa	425559	srr7266826;illumina;paired;;srx4170665	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372483	srs3382467	2018-06-08	2018-06-06	esc_ja1580aa	assembled	91	133199	5303186	escherichia coli / shigella;97.6%	274	67497	esc_sa4800aa_as	4
esc_ja1581aa	353905	srr7266824;illumina;paired;;srx4170663	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372481	srs3382465	2018-06-08	2018-06-06	esc_ja1581aa	assembled	79	143834	5485667	escherichia coli / shigella;98.46%	333	59818	esc_sa4799aa_as	4
esc_ja1582aa	511859	srr7266821;illumina;paired;;srx4170660	human	human	human; homo sapiens	2018	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372486	srs3382462	2018-06-08	2018-06-06	esc_ja1582aa	assembled	39	92831	5005686	escherichia coli / shigella;97.27%	231	45597	esc_sa4798aa_as	4
esc_ja1583aa	330441	srr7266820;illumina;paired;;srx4170659	human	human	human; homo sapiens	2017	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372479	srs3382460	2018-06-08	2018-06-06	esc_ja1583aa	assembled	88	140273	5402439	escherichia coli / shigella;99.69%	354	62678	esc_sa4797aa_as	4
esc_ja1584aa	528537	srr7266817;illumina;paired;;srx4170656	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372485	srs3382461	2018-06-08	2018-06-06	esc_ja1584aa	assembled	49	117690	5030798	escherichia coli / shigella;98.09%	160	81584	esc_sa4796aa_as	4
esc_ja1585aa	370922	srr7266816;illumina;paired;;srx4170655	human	human	human; homo sapiens	2017	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372477	srs3382457	2018-06-08	2018-06-06	esc_ja1585aa	assembled	87	109555	5335403	escherichia coli / shigella;96.06%	379	52482	esc_sa4795aa_as	4
esc_ja1586aa	285515	srr7266815;illumina;paired;;srx4170654	human	human	human; homo sapiens	2016	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372473	srs3382455	2018-06-08	2018-06-06	esc_ja1586aa	assembled	63	146683	5374668	escherichia coli / shigella;99.64%	311	48233	esc_sa4794aa_as	4
esc_ja1587aa	524335	srr7266814;illumina;paired;;srx4170653	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	pathogen	nd	nd	nd	prjna248792	srp042645	nd	samn09372462	srs3382454	2018-06-08	2018-06-06	esc_ja1587aa	assembled	65	98892	5089175	escherichia coli / shigella;100.0%	222	42823	esc_sa4793aa_as	4
esc_ja1588aa	315224	srr7266813;illumina;paired;;srx4170652	human	human	human; homo sapiens	2014	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372470	srs3382453	2018-06-08	2018-06-06	esc_ja1588aa	assembled	96	148415	5354206	escherichia coli / shigella;100.0%	337	54106	esc_sa4792aa_as	4
esc_ja1589aa	328742	srr7266812;illumina;paired;;srx4170651	human	human	human; homo sapiens	2015	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372474	srs3382452	2018-06-08	2018-06-06	esc_ja1589aa	assembled	93	160630	5373155	escherichia coli / shigella;100.0%	297	50926	esc_sa4791aa_as	4
esc_ja1590aa	330434	srr7266804;illumina;paired;;srx4170643	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372467	srs3382445	2018-06-08	2018-06-06	esc_ja1590aa	assembled	85	151745	5447108	escherichia coli / shigella;98.86%	317	134801	esc_sa4840aa_as	4
esc_ja1591aa	421148	srr7266802;illumina;paired;;srx4170641	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372451	srs3382443	2018-06-08	2018-06-06	esc_ja1591aa	assembled	105	146782	5391075	escherichia coli / shigella;99.09%	357	62730	esc_sa4789aa_as	4
esc_ja1592aa	492567	srr7266799;illumina;paired;;srx4170638	human	human	human; homo sapiens	2018	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372455	srs3382440	2018-06-08	2018-06-06	esc_ja1592aa	assembled	48	172594	5366174	escherichia coli / shigella;96.95%	264	36882	esc_sa4788aa_as	4
esc_ja1594aa	531300	srr7266794;illumina;paired;;srx4170633	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372454	srs3382436	2018-06-08	2018-06-06	esc_ja1594aa	assembled	52	176684	5353699	escherichia coli / shigella;98.78%	197	42169	esc_sa4786aa_as	4
esc_ja1595aa	362742	srr7266793;illumina;paired;;srx4170632	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372458	srs3382434	2018-06-08	2018-06-06	esc_ja1595aa	assembled	62	95647	5376718	escherichia coli / shigella;98.53%	267	48128	esc_sa4785aa_as	4
esc_ja1596aa	341363	srr7266786;illumina;paired;;srx4170625	human	human	human; homo sapiens	2017	2	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372433	srs3382428	2018-06-08	2018-06-06	esc_ja1596aa	assembled	60	73692	5366282	escherichia coli / shigella;95.17%	444	259631	esc_sa4784aa_as	4
esc_ja1598aa	405932	srr7266778;illumina;paired;;srx4170617	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372359	srs3382421	2018-06-08	2018-06-06	esc_ja1598aa	assembled	91	111642	5072482	escherichia coli / shigella;99.57%	289	38570	esc_sa4782aa_as	4
esc_ja1600aa	293076	srr7266773;illumina;paired;;srx4170612	human	human	human; homo sapiens	2016	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372443	srs3382415	2018-06-08	2018-06-06	esc_ja1600aa	assembled	204	137603	4875260	escherichia coli / shigella;97.75%	253	85243	esc_sa4780aa_as	4
esc_ja1601aa	328588	srr7266771;illumina;paired;;srx4170610	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372444	srs3382413	2018-06-08	2018-06-06	esc_ja1601aa	assembled	84	147522	5362350	escherichia coli / shigella;100.0%	298	68480	esc_sa4779aa_as	4
esc_ja1602aa	358025	srr7266770;illumina;paired;;srx4170609	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372429	srs3382410	2018-06-08	2018-06-06	esc_ja1602aa	assembled	69	95993	5362568	escherichia coli / shigella;97.5%	379	67348	esc_sa4778aa_as	4
esc_ja1604aa	517603	srr7266767;illumina;paired;;srx4170606	human	human	human; homo sapiens	2018	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372439	srs3382407	2018-06-08	2018-06-06	esc_ja1604aa	assembled	54	81747	5401018	escherichia coli / shigella;94.73%	322	122633	esc_sa4776aa_as	4
esc_ja1605aa	412058	srr7266762;illumina;paired;;srx4170601	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372436	srs3382404	2018-06-08	2018-06-06	esc_ja1605aa	assembled	79	75668	5143934	escherichia coli / shigella;99.66%	401	52888	esc_sa4775aa_as	4
esc_ja1606aa	389700	srr7266761;illumina;paired;;srx4170600	human	human	human; homo sapiens	2017	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372350	srs3382403	2018-06-08	2018-06-06	esc_ja1606aa	assembled	80	71261	5043133	escherichia coli / shigella;97.42%	318	42418	esc_sa4774aa_as	4
esc_ja1607aa	333053	srr7266760;illumina;paired;;srx4170599	human	human	human; homo sapiens	2015	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372441	srs3382401	2018-06-08	2018-06-06	esc_ja1607aa	assembled	55	97834	5638251	escherichia coli / shigella;98.17%	253	33053	esc_sa4773aa_as	4
esc_ja1608aa	546624	srr7266757;illumina;paired;;srx4170596	human	human	human; homo sapiens	2018	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372351	srs3382400	2018-06-08	2018-06-06	esc_ja1608aa	assembled	83	190990	5216585	escherichia coli / shigella;97.94%	121	153495	esc_sa4772aa_as	4
esc_ja1609aa	428303	srr7266755;illumina;paired;;srx4170594	human	human	human; homo sapiens	2017	9	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372448	srs3382398	2018-06-08	2018-06-06	esc_ja1609aa	assembled	96	96139	5042368	escherichia coli / shigella;99.26%	324	43302	esc_sa4771aa_as	4
esc_ja1610aa	406686	srr7266386;illumina;paired;;srx4170409	human	human	human; homo sapiens	2006	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372336	srs3382231	2018-06-08	2018-06-06	esc_ja1610aa	assembled	43	237087	5142173	escherichia coli / shigella;100.0%	90	33446	esc_sa4839aa_as	4
esc_ja1612aa	315264	srr7266382;illumina;paired;;srx4170405	human	human	human; homo sapiens	2014	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372332	srs3382226	2018-06-08	2018-06-06	esc_ja1612aa	assembled	71	133102	5287364	escherichia coli / shigella;98.38%	290	51424	esc_sa4768aa_as	4
esc_ja1613aa	385898	srr7265979;illumina;paired;;srx4170002	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372334	srs3381852	2018-06-08	2018-06-06	esc_ja1613aa	assembled	40	156904	5311790	escherichia coli / shigella;100.0%	180	59408	esc_sa4762aa_as	4
esc_ja1614aa	438610	srr7265977;illumina;paired;;srx4170000	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372338	srs3381851	2018-06-08	2018-06-06	esc_ja1614aa	assembled	63	187613	5068559	escherichia coli / shigella;95.54%	121	15598	esc_sa4761aa_as	4
esc_ja1615aa	527588	srr7265976;illumina;paired;;srx4169999	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371855	srs3381849	2018-06-08	2018-06-06	esc_ja1615aa	assembled	53	92108	5488445	escherichia coli / shigella;99.75%	437	102885	esc_sa4760aa_as	4
esc_ja1616aa	320935	srr7265975;illumina;paired;;srx4169998	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371861	srs3381848	2018-06-08	2018-06-06	esc_ja1616aa	assembled	58	131592	5456510	escherichia coli / shigella;91.44%	310	109370	esc_sa4759aa_as	4
esc_ja1617aa	315230	srr7265974;illumina;paired;;srx4169997	human	human	human; homo sapiens	2014	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371857	srs3381850	2018-06-08	2018-06-06	esc_ja1617aa	assembled	89	146805	5308002	escherichia coli / shigella;99.62%	291	51776	esc_sa4758aa_as	4
esc_ja1618aa	358023	srr7265973;illumina;paired;;srx4169996	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371852	srs3381847	2018-06-08	2018-06-06	esc_ja1618aa	assembled	49	108226	5644167	escherichia coli / shigella;99.21%	321	250298	esc_sa4757aa_as	4
esc_ja1619aa	437017	srr7265970;illumina;paired;;srx4169993	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09372279	srs3381844	2018-06-08	2018-06-06	esc_ja1619aa	assembled	87	58242	5312386	escherichia coli / shigella;99.62%	349	129977	esc_sa4756aa_as	4
esc_ja1620aa	361829	srr7265967;illumina;paired;;srx4169990	human	human	human; homo sapiens	2017	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371870	srs3381841	2018-06-08	2018-06-06	esc_ja1620aa	assembled	40	124312	5427379	escherichia coli / shigella;99.29%	288	54285	esc_sa4755aa_as	4
esc_ja1621aa	459888	srr7265964;illumina;paired;;srx4169987	human	human	human; homo sapiens	2017	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371828	srs3381838	2018-06-08	2018-06-06	esc_ja1621aa	assembled	80	153316	5256974	escherichia coli / shigella;100.0%	153	31690	esc_sa4754aa_as	4
esc_ja1623aa	435438	srr7265960;illumina;paired;;srx4169983	human	human	human; homo sapiens	2017	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371842	srs3381834	2018-06-08	2018-06-06	esc_ja1623aa	assembled	35	127850	5275075	escherichia coli / shigella;98.57%	237	52027	esc_sa4752aa_as	4
esc_ja1624aa	470566	srr7265955;illumina;paired;;srx4169978	human	human	human; homo sapiens	2018	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371838	srs3381828	2018-06-08	2018-06-06	esc_ja1624aa	assembled	40	54258	5270756	escherichia coli / shigella;98.53%	310	82876	esc_sa4767aa_as	4
esc_ja1625aa	311967	srr7265954;illumina;paired;;srx4169977	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371839	srs3381827	2018-06-08	2018-06-06	esc_ja1625aa	assembled	91	224945	4573645	escherichia coli / shigella;100.0%	88	15936	esc_sa4750aa_as	4
esc_ja1626aa	399739	srr7265952;illumina;paired;;srx4169975	human	human	human; homo sapiens	2017	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371837	srs3381833	2018-06-08	2018-06-06	esc_ja1626aa	assembled	65	111286	5451416	escherichia coli / shigella;99.5%	265	76506	esc_sa4749aa_as	4
esc_ja1627aa	441433	srr7265951;illumina;paired;;srx4169974	human	human	human; homo sapiens	2017	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371832	srs3381825	2018-06-08	2018-06-06	esc_ja1627aa	assembled	110	157825	5411820	escherichia coli / shigella;100.0%	326	52619	esc_sa4748aa_as	4
esc_ja1628aa	457928	srr7265950;illumina;paired;;srx4169973	human	human	human; homo sapiens	2017	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371836	srs3381823	2018-06-08	2018-06-06	esc_ja1628aa	assembled	155	80424	5243159	escherichia coli / shigella;99.49%	265	74720	esc_sa4747aa_as	4
esc_ja1629aa	333023	srr7265949;illumina;paired;;srx4169972	human	human	human; homo sapiens	2015	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371829	srs3381824	2018-06-08	2018-06-06	esc_ja1629aa	assembled	44	79233	5214188	escherichia coli / shigella;97.6%	294	49678	esc_sa4746aa_as	4
esc_ja1630aa	342598	srr7265947;illumina;paired;;srx4169970	human	human	human; homo sapiens	2014	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371821	srs3381821	2018-06-08	2018-06-06	esc_ja1630aa	assembled	62	106445	4947144	escherichia coli / shigella;100.0%	144	44022	esc_sa4745aa_as	4
esc_ja1632aa	527589	srr7265944;illumina;paired;;srx4169967	human	human	human; homo sapiens	2018	4	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna248792	srp042645	nd	samn09371822	srs3381818	2018-06-08	2018-06-06	esc_ja1632aa	assembled	85	149328	5293554	escherichia coli / shigella;98.58%	214	63037	esc_sa4743aa_as	4
