study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA104694499	ERS2295882	ERX2632583	ERR2615928	59201	Salmonella enterica subsp. enterica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5				
PRJEB6403	SAMEA104694500	ERS2295883	ERX2632584	ERR2615929	1753	Propioniferax innocua	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5				
PRJEB6403	SAMEA104694502	ERS2295885	ERX2632585	ERR2615930	1713	Oerskovia turbata	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5				
PRJEB6403	SAMEA104694503	ERS2295886	ERX2632586	ERR2615931	458	Legionella rubrilucens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5				
PRJEB6403	SAMEA104694504	ERS2295887	ERX2632587	ERR2615932	103892	Veillonella ratti	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/pacbio_hdf5				
PRJEB6403	SAMEA104398199	ERS2016141	ERX2632588	ERR2615933	1661	Trueperella pyogenes	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/003/ERR2615933/ERR2615933_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/003/ERR2615933/ERR2615933_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180329_234725.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180329_234725.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180329_234725.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180329_234725.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR261/003/ERR2615933	ftp.sra.ebi.ac.uk/vol1/err/ERR261/003/ERR2615933		
PRJEB6403	SAMEA104460788	ERS2078730	ERX2632589	ERR2615934	485	Neisseria gonorrhoeae	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/004/ERR2615934/ERR2615934_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR261/004/ERR2615934/ERR2615934_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180403_213648.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180403_213648.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180403_213648.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1510098/bam/m54097_180403_213648.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR261/004/ERR2615934	ftp.sra.ebi.ac.uk/vol1/err/ERR261/004/ERR2615934		
PRJEB6403	SAMEA104694501	ERS2295884	ERX2648837	ERR2632343	72556	Achromobacter piechaudii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694506	ERS2295889	ERX2648838	ERR2632344	1744	Propionibacterium freudenreichii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694507	ERS2295890	ERX2648839	ERR2632345	82985	Pragia fontium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694509	ERS2295892	ERX2648840	ERR2632346	28128	Prevotella corporis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694510	ERS2295893	ERX2648841	ERR2632347	511	Alcaligenes faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694511	ERS2295894	ERX2648842	ERR2632348	118367	Acidipropionibacterium microaerophilum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694512	ERS2295895	ERX2648843	ERR2632349	45064	Legionella fairfieldensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694514	ERS2295897	ERX2648844	ERR2632350	45074	Legionella santicrucis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694500	ERS2295883	ERX2648845	ERR2632351	1753	Propioniferax innocua	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694508	ERS2295891	ERX2648846	ERR2632352	1750	Pseudopropionibacterium propionicum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694502	ERS2295885	ERX2648847	ERR2632353	1713	Oerskovia turbata	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694515	ERS2295898	ERX2648848	ERR2632354	47678	Bacteroides caccae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694513	ERS2295896	ERX2648849	ERR2632355	33012	Propionimicrobium lymphophilum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694516	ERS2295899	ERX2648850	ERR2632356	1455	Bacillus badius	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694517	ERS2295900	ERX2648851	ERR2632357	529731	Listeria marthii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104694520	ERS2295903	ERX2648852	ERR2632358	1795	Mycolicibacterium neoaurum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/pacbio_hdf5				
PRJEB6403	SAMEA104437056	ERS2054998	ERX2648853	ERR2632359	487	Neisseria meningitidis	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632359/ERR2632359_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR263/009/ERR2632359/ERR2632359_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/bam/m54205_180406_214811.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/bam/m54205_180406_214811.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/bam/m54205_180406_214811.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA151/ERA1517552/bam/m54205_180406_214811.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR263/009/ERR2632359	ftp.sra.ebi.ac.uk/vol1/err/ERR263/009/ERR2632359		
PRJEB6403	SAMEA104694521	ERS2295904	ERX2668017	ERR2651527	46867	Clostridium chauvoei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104694523	ERS2295906	ERX2668018	ERR2651528	1423	Bacillus subtilis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104437039	ERS2054981	ERX2668019	ERR2651529	29486	Yersinia ruckeri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104437078	ERS2055020	ERX2668020	ERR2651530	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104460765	ERS2078707	ERX2668021	ERR2651531	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104460766	ERS2078708	ERX2668022	ERR2651532	621	Shigella boydii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104460810	ERS2078752	ERX2668023	ERR2651533	622	Shigella dysenteriae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104694505	ERS2295888	ERX2668024	ERR2651534	1241978	Chryseobacterium bernardetii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/pacbio_hdf5				
PRJEB6403	SAMEA104437084	ERS2055026	ERX2668025	ERR2651535	621	Shigella boydii	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/005/ERR2651535/ERR2651535_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/005/ERR2651535/ERR2651535_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54097_180414_204007.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54097_180414_204007.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54097_180414_204007.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54097_180414_204007.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR265/005/ERR2651535	ftp.sra.ebi.ac.uk/vol1/err/ERR265/005/ERR2651535		
PRJEB6403	SAMEA104398316	ERS2016258	ERX2668026	ERR2651536	194196	Alysiella filiformis	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/006/ERR2651536/ERR2651536_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/006/ERR2651536/ERR2651536_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180413_232038.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180413_232038.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180413_232038.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180413_232038.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR265/006/ERR2651536	ftp.sra.ebi.ac.uk/vol1/err/ERR265/006/ERR2651536		
PRJEB6403	SAMEA104437084	ERS2055026	ERX2668027	ERR2651537	621	Shigella boydii	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/007/ERR2651537/ERR2651537_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR265/007/ERR2651537/ERR2651537_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180417_194728.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180417_194728.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180417_194728.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1521369/bam/m54205_180417_194728.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR265/007/ERR2651537	ftp.sra.ebi.ac.uk/vol1/err/ERR265/007/ERR2651537		
PRJEB6403	SAMEA104694502	ERS2295885	ERX2687534	ERR2672420	1713	Oerskovia turbata	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5				
PRJEB6403	SAMEA104694504	ERS2295887	ERX2687535	ERR2672421	103892	Veillonella ratti	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5				
PRJEB6403	SAMEA104694509	ERS2295892	ERX2687536	ERR2672422	28128	Prevotella corporis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5				
PRJEB6403	SAMEA104694511	ERS2295894	ERX2687537	ERR2672423	118367	Acidipropionibacterium microaerophilum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/pacbio_hdf5				
PRJEB6403	SAMEA104398139	ERS2016081	ERX2687538	ERR2672424	1717	Corynebacterium diphtheriae	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR267/004/ERR2672424/ERR2672424_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR267/004/ERR2672424/ERR2672424_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54097_180420_213439.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54097_180420_213439.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54097_180420_213439.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54097_180420_213439.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR267/004/ERR2672424	ftp.sra.ebi.ac.uk/vol1/err/ERR267/004/ERR2672424		
PRJEB6403	SAMEA104437064	ERS2055006	ERX2687539	ERR2672425	487	Neisseria meningitidis	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR267/005/ERR2672425/ERR2672425_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR267/005/ERR2672425/ERR2672425_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54205_180420_212832.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54205_180420_212832.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54205_180420_212832.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA152/ERA1526597/bam/m54205_180420_212832.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR267/005/ERR2672425	ftp.sra.ebi.ac.uk/vol1/err/ERR267/005/ERR2672425		
PRJEB6403	SAMEA104437077	ERS2055019	ERX2696521	ERR2681660	550	Enterobacter cloacae	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2681660/ERR2681660_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR268/000/ERR2681660/ERR2681660_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1534097/bam/m54097_180501_203837.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1534097/bam/m54097_180501_203837.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1534097/bam/m54097_180501_203837.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1534097/bam/m54097_180501_203837.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR268/000/ERR2681660	ftp.sra.ebi.ac.uk/vol1/err/ERR268/000/ERR2681660		
PRJEB6403	SAMEA104398266	ERS2016208	ERX2709500	ERR2695057	213	Helicobacter cinaedi	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/007/ERR2695057/ERR2695057_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/007/ERR2695057/ERR2695057_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54097_180506_144645.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54097_180506_144645.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54097_180506_144645.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54097_180506_144645.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR269/007/ERR2695057	ftp.sra.ebi.ac.uk/vol1/err/ERR269/007/ERR2695057		
PRJEB6403	SAMEA104437026	ERS2054968	ERX2709501	ERR2695058	545	Citrobacter koseri	Sequel	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2695058/ERR2695058_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR269/008/ERR2695058/ERR2695058_subreads.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54205_180506_145344.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54205_180506_145344.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54205_180506_145344.subreads.bam;ftp.sra.ebi.ac.uk/vol1/ERA153/ERA1539392/bam/m54205_180506_145344.subreads.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR269/008/ERR2695058	ftp.sra.ebi.ac.uk/vol1/err/ERR269/008/ERR2695058		
PRJEB6403	SAMEA2479572	ERS445057	ERX491499	ERR526296	76857	Fusobacterium nucleatum subsp. polymorphum	PacBio RS	PAIRED			ftp.sra.ebi.ac.uk/vol1/ERA317/ERA317479/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA317/ERA317479/pacbio_hdf5				
PRJEB6403	SAMEA2479572	ERS445057	ERX491500	ERR526297	76857	Fusobacterium nucleatum subsp. polymorphum	PacBio RS	PAIRED			ftp.sra.ebi.ac.uk/vol1/ERA317/ERA317479/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA317/ERA317479/pacbio_hdf5				
PRJEB6403	SAMEA2479571	ERS445056	ERX509542	ERR550473	197	Campylobacter jejuni	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479566	ERS445051	ERX509543	ERR550474	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479568	ERS445053	ERX509544	ERR550475	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479571	ERS445056	ERX509545	ERR550476	197	Campylobacter jejuni	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479568	ERS445053	ERX509546	ERR550477	1313	Streptococcus pneumoniae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479566	ERS445051	ERX509547	ERR550478	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479570	ERS445055	ERX509548	ERR550479	287	Pseudomonas aeruginosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479565	ERS445050	ERX509549	ERR550480	1496	Clostridioides difficile	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479567	ERS445052	ERX509550	ERR550481	1280	Staphylococcus aureus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479569	ERS445054	ERX509551	ERR550482	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479570	ERS445055	ERX509552	ERR550483	287	Pseudomonas aeruginosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479570	ERS445055	ERX509553	ERR550484	287	Pseudomonas aeruginosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479565	ERS445050	ERX509554	ERR550485	1496	Clostridioides difficile	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479565	ERS445050	ERX509555	ERR550486	1496	Clostridioides difficile	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2479569	ERS445054	ERX509556	ERR550487	1314	Streptococcus pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2498477	ERS450000	ERX509557	ERR550488	37329	Nocardia farcinica	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2498478	ERS450001	ERX509558	ERR550489	90371	Salmonella enterica subsp. enterica serovar Typhimurium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2498480	ERS450003	ERX509559	ERR550490	727	Haemophilus influenzae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2517358	ERS451415	ERX509560	ERR550491	85698	Achromobacter xylosoxidans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2517359	ERS451416	ERX509561	ERR550492	28150	Salmonella enterica subsp. enterica serovar Senftenberg	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2517361	ERS451418	ERX509563	ERR550494	1772	Mycolicibacterium smegmatis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
PRJEB6403	SAMEA2517362	ERS451419	ERX509564	ERR550495	562	Escherichia coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA323/ERA323265/pacbio_hdf5				
